text,category,emotion
சூப்பர் ஸ்டார் செய்த தவறு ரஞ்சித் இயக்கத்தில் நடித்தது.பெரிய ஸ்டார் எல்லாம் கொஞ்சம் யோசித்து இனிமேல் நடிக்கவும்.,Negative,joy
இரண்டாம் உலக போரின் கடைசி  குண்டு   இன்றைய  பெண்களின் போரின் முதல் குண்டு,Mixed_feelings,love
அமரேந்திர பாகுபலி குலத்தின் சார்பாக படம் மாபெரும் வெற்றியடைய வாழ்த்துகள் 🤫,Positive,surprise
அந்த பக்கம் நான் இந்து முஸ்லிம் கிருத்துவனு சாகுறாங்க. இந்த பக்கம் நான் புடுங்குன சாதி புடுங்காத சாதினு சாகுறீங்க. சாவுங்க சாவுங்க நல்லா சாவுங்க எல்லா ரும் செத்த பின்னாடியாவது நான் மனுசன் எனக்கு மனிதம் தான் முக்கியம் வேற எதுவும் வேணாம் னு சொல்ற தலைமுறை வருதானு பார்ப்போம். வாழ்த்துக்கள் சாக தயாராக இருங்கள் எல்லோருமாக.,Mixed_feelings,neutral
என்ன கொடுமையா இது  ஒரே ஓரு like button தான் இருக்கு!........,unknown_state,disgust
படம் வெற்றி பெற தங்களை அன்புள்ள நமது செந்தங்கள் அனைவரும் பகிரவும்,Positive,sadness
Vellalar sarbaga padam vettri adaya vazthukkal,Positive,anger
விருதை (விருத்தாசலம்) படையாச்சிகள் சார்பாக இந்த படத்தை வெற்றி பெற வாழ்த்துகிறேன் மோகன் அண்ணனுக்கு வாழ்த்துக்கள்,Positive,surprise
First vaniyarugu you tube channel uruvaguga!!!,unknown_state,joy
திருச்சி மாவட்டம் முத்தரையரின் முரட்டு பக்தர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்🦁🦁🦁,Positive,love
படம் ரிலீஸ் தேதியை  கொஞ்சம் சீக்கிரமா வச்சிருந்தா நல்லா இருக்கும். எல்லா ஜாதிக்காரரும் இந்த படத்தை பாக்கணும்ன்னு இருக்காங்க  except அந்த குஞ்சித் & குருமா பாய்ஸ் தவற.  சூட்டோட சூடா படத்தை ரிலீஸ் பண்ணிட்டா நல்லாயிருக்கும்.,Mixed_feelings,surprise
"அருமை, இது போல ஓரு படம் யாராவது எடுப்பாங்களானு ரோம்ப நாள் காத்திருந்தேன்..",Positive,neutral
Siva sambavaaa paraiyar Inna sarbagaa vallthukkal. Sakothargalaa,Positive,disgust
உண்மை  அருமையான கருத்து   பிடிக்காதது உன்னுடைய தப்பு,Positive,sadness
திருச்சி பேரரசர் பெரும்பிடுகு முத்தரையர்  மாவட்டம் சார்பாக வாழ்த்துக்கள்,Positive,anger
என் குடும்பத்துடன் சென்று இந்த படத்தை பார்ப்பேன் .... திருமா நாய்க்கு ஆப்பு வைத்த எண்கள் குலா தெய்வத்திற்கு நன்றி,Mixed_feelings,surprise
டிசம்பர் மாதம் காஞ்சிபுரம் மாவட்டம் வாலாஜா அந்த ஊரு தலித் பொண்ணு name ரோஜா அந்த பொண்ண நாடக காதல் பண்ணி கொடூரமா கொலை பண்ணுன வன்னியர் ஜாதி தேவிடியா மொவன் இப்போ ஜெயிலில் இருக்கான்.... நாடக காதல் குரூப் வன்னியர் ஜாதி no1... வெக்கம் கெட்ட நாய்ங்கலே  த்து.....,Negative,joy
ஆரம்பம் அருமை... படம் வெற்றி பெற வாழ்த்துக்கள்...  சரவணன் ஆச்சார்யா.....,Positive,love
"இந்த திரைப்படம் பரியேறும் பெருமலுக்கு கிடைத்ததில் 5% வெற்றியைப் பெற்றால், அது ஒரு ஆச்சரியம். இந்த படம் சமூகத்திற்கு பயனற்றது என்பதை இது காண்பிக்கும்",Positive,surprise
இப்படி மாத்தி மாத்தி படம் எடுத்து பெரிய போர் உருவாயிரும் போல ஒற்றுமை இனிமேல் தமிழ் நாட்டில் கஷ்டம் தான்,Negative,neutral
##படம் 100 நாள் ஓடனும்...திருமாவளவன் மாதிரி கீழ்தரமானவன கொடூரமா கொல்லனும்....,Positive,disgust
திரைபடத்தின் வெற்றிகாக நம் மக்கள் அனைவரும் ஒன்று கூடுவோம் இது நம்மாண பிரச்சினை,Positive,sadness
Okkali matha saadhi karan elam intha padatha theatrela poi parunga...indha group ah oda vidrom🤘🤘Hindu Nadar,Mixed_feelings,anger
"Trailor வைத்து எதையும் முடிவு செய்து சண்டை போடாதீங்கயா...! படம் வரட்டும், சமத்துவம் பேசாத எந்த சாதிய படத்தையும் மக்கள் ஏற்கமாட்டார்கள்...",Positive,surprise
Nadakura Sulnilai Crct AA Iruku Paa Idhu Yaar Dislikes Panna Jaathi Illai Naaigala Thalaya Thundaa Vetanum,Negative,joy
ஜாதி கட்சி தலைவர் எல்லாரையும் முழிக்க வைத்துவிட்டார் எல்லாரும் அவர் வழியை பின்பற்று கின்றனர். வினை விதைத்தவன் வினை அறுப்பான்.தர்மம் வெல்லும்.,unknown_state,love
"ஜாதி மதம் எல்லாம் அப்பாற்பட்ட விசயம்.,  நாடக காதலை இந்த காலத்து பெண்கள் புரிந்து கொள்ள வேண்டும்.  படம் வெற்றியடைய என் வாழ்த்துக்கள்.",Mixed_feelings,surprise
Mars il irunthu aandai parambarai saarbaga vaazhthukkal,Positive,neutral
idhuvaraikum 7000 Siruthakuttyga sathamillama vanthu commentsa padichitu poirukanunga.....,unknown_state,disgust
"10k  கருத்து பதிவாகி இருக்கு எல்லா தமிழ் சமுகத்தினரும் ஆதரவு வேற மாதிரி பசங்க நம்ம தமிழ் பசங்க தேவர்,முத்தரையர்,கோணார், நாடார்,முதலியார்,கவுண்டர், பள்ளர்,இன்னும் இருக்கு நன்றி ஒற்றுமையே பலம்.",Mixed_feelings,sadness
சீட்டா :அடக்குனா அடங்க கூடாது எங்க அண்ணே சொல்லீருக்காப்ள   மீ : அப்ப ஊம்பு,Negative,anger
தங்கச்சிய வளர்க்கும் ஒட்டு மொத்த அண்ணன் கள் சார்பாக வாழ்த்துக்கள்,Positive,surprise
Padaiyachida  Mohan Anna neenga  Innum niraiya padam pannanum Saathi padama,Mixed_feelings,joy
Sari naadaga kaadhal vidunga Oru devar veetu paiyan Oru thaalntha jaathi ponna  unmaiya kaadhalicha ethukkuvaangalanu sollunga please,Mixed_feelings,love
இப்போதான் அங்க ஒருத்தன் குத்துது குண்டி எரியுதுன்னு சொல்லிட்டு வருவான்,Negative,surprise
மதுரை மாவட்ட வன்னியர் சங்கம் சார்பாக  நம் இனத்தின் படம்  வெற்றி பெற  வாழ்த்துகள்...,Positive,neutral
"இப்ப கூட படிக்க செல்லாமல்! வெட்டு,குத்து செல்லி தருகிறார்கள் இதை அறியாத அறிவிலிகள் பேசுகின்றனர்",Mixed_feelings,disgust
Intha Padam thiyatarku vantha nanga thiyatar vasalla pathukappu koduppom,Positive,sadness
Echa thevidiya pasangala ithana jaadhi sernthu oru jaadhiya ethukiringa....  Unga jaadhi pathi perumaiya pesira neenga unga jaadhi karanukku pasikku help pannuvingala,Negative,anger
Intha mari all irugathdigum nadu sathivanmaiyal alium,Negative,surprise
இந்த மாதிரி படம் எப்ப டா வரும்னு எதிர்பார்த்து இருந்த வந்துச்சி வெற்றி பெற வாழ்த்துக்கள்,Positive,joy
எங்கள் குரு ஐய்யாவும் செங்குட்டுவன் வாண்டையார் ஐய்யாவும் இத்திரைப்படத்தை பார்திருந்தால் மிகவும் மகிழ்ச்சிஅடைந்து இருப்பார்கள் Miss you too,Positive,love
We Support Mohan.G Anna ... Ethunalum Paathuklam Na...,Positive,surprise
"முத்தரையர் சமுதாயம் கரூர், 7/1/20 அன்று மதியம் மாமா பொண்ணு (வயது 20) ஓடி போய்ருசு ,வீட்ல யாரும் போனதுல இருந்து சாப்டல அழுதுட்டு இருக்காங்க, கூட்டு போன நாய் சாதி பேர் சொல்ல விரும்பல , வீட்டுக்கு போயாச்சு பொட்ட ஓடி போய்ட்டான்,ஒளிஞ்சிருகான்,சிக்கிருந்தா வெட்டு வாங்கிருப்பான்  ,,இந்த கேடுகெட்ட மத்தவங்க கஸ்ட படுத்தற காதல் தேவையா ?? இத தடுக்க திரௌபதி ஆதரவு கொடுங்க ....",Mixed_feelings,neutral
Anaithu samoogam sarpaga intha movie vetri pera vazhthugal thiru Mohan G Anna avargale....,Positive,disgust
"நிலமக்காரர் சார்பாக ,திரௌபதி எனும் தீ தேசம் எங்கும் பரவ வாழ்த்துக்கள்.",Positive,sadness
விருதுநகர் மாவட்ட நாடார்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,Positive,anger
இன்றைய காலகட்டத்தில் தேவையான மிக முக்கியமான திரைப்படம் திரௌபதி. நாடக காதலை தோலுரித்து காட்டும் இத்திரைப்படம் மாபெரும் வெற்றி அடைய வாழ்த்துக்கள்.  அண்ணன் மோகன் ஜி அவர்களின் எண்ணம் நிறைவேற என் மனமார்ந்த வாழ்த்துக்கள்.,Positive,surprise
"தன் தரப்பு நியாயங்களை எடுத்து வைத்தனர் பரியனும் அசுரனும்.  பரியனுக்காக கண்ணீர் விட்டேன், அசுரன் அடித்த ஒவ்வொரு அடிக்கு பின்னும் இருந்த வலியை புரிந்து கை வலிக்க கைத்தட்டினேன்.   இப்போது, திரௌபதிக்கான நேரம். அவள், தன் தரப்பு நியாயங்களை எடுத்து வைக்கட்டும்.  அதற்குள் ஏன் இத்தனை கதறல்???",Mixed_feelings,joy
Arumai arumai ipadi oru padathuku thandaa waiting...,Positive,love
Evlo nal than yemathuveeeeenga ...ponnu pethu & valthu  parungada therium ......podra vediya padathukkku.....,Positive,surprise
Mannu Ponnu Rendum Mukkiam...Kaiya vettuvom...................Semmmma Semm....Ranjith Narakkooothi un Poo.la vettuvom,Mixed_feelings,neutral
கொங்கு போயர் சார்பாக இப்படம் வெற்றி பெற வாழ்த்துக்கள்..,Positive,disgust
Vera level  super   penngal  usar 100 days ku odum worh hu,Positive,sadness
ஜாதி சார்ந்த திரைப்படம் என்று கூறுபவர்கள்.. சமுதாயத்தில் மரியாதையுடன் வாழ்பவர்களை  உய்றுடன் அழிபவர்களுகு இந்த திரைப்படம் ஒரு செருபடி என்று உணரவேண்டும் . ஜாதி படம் என்றால் அப்போ அசுரன் திரைப்படம்,Positive,anger
வன்னியர் தேவர் கவுண்டர் உயர் ஜாதி இளைஞர்கள் ஒன்று சேர்ந்து இந்த படத்தை அந்த அந்த மாவட்டத்தில் ரிலீஸ் பண்ணவேண்டும்  தருமபுரி சத்ரியன்,Positive,surprise
வன்னியர் இனத்திற்கு இதுபோன்ற அதிக படம்  வரவேண்டும்,Positive,joy
ஒரு வன்னியனாக பல வருடம் கடவுளை வேண்டினேன் இப்படி  வன்னியர் இனத்திற்கு ஒரு படம் வரவேண்டும் என்று,Positive,love
இப்படி ஒரு கருமத்த படம் நு எதுக்கு எடுகனும். கருணாஸ் உன் பையன் கிட்ட காத்துக்கோ நல்ல படம் எப்படி இருக்காணும் நு.,Negative,surprise
Nigaa thiruthavaa matigada jathi veri pidichaa naikalaa,Negative,neutral
வீர செங்குந்தர் சார்பாக இந்த திரைப்படம் வெற்றி பெற வாழ்த்துக்கள்................. இயக்குனர் மோகன்.G அவர்களுக்கு எங்கள் சமுதாயத்தின் சார்பாக வாழ்த்துக்கள்,Positive,disgust
இது சாதி படம் அல்ல பெண்களின் படம் ஒரு சில பேர் பண்ணும் தவறால் சாதிக்கு கெட்ட பேரு அதான் படம்,Mixed_feelings,sadness
Purapattal Draupadhi Amman!  Maravar Kulam Sarbaga Vazhuthukkal!,Positive,anger
Indha maadhiri oru padam varadhanu ethana varusham kaathukittu kidandhom.padam paaka edhir paathutu irukom.maaberum vattri adaiya vaalthukkal,Positive,surprise
Draupadi padam oru scenes koda cut aka kutathu  Veera Vanniyar Salem,Positive,joy
வீர வன்னியர்  இளைஞர்கள் சார்பில் வாழ்த்துக்கள்,Positive,love
நமக்கு எல்லாம் சுதந்திரமே கிடைத்திருக்க கூடாது டா.எந்த சாதியும் இருக்காது எல்லாம் வெள்ளைக்காரனுக்கு நாய் மாதிரி இருந்திருப்போம்,Positive,surprise
"ஒழுக்கமாக இரு, நேர்மையா இரு, நல்லா படி இப்படி வழிநடத்துபவர் பின்னால் செல்லாமல் அடுத்த வீட்டு பெண்ணை ஏமாத்து, சரக்கு மிடுக்கு பேசும் வழிகாட்டுபவர்கள் பின்னால் செல்பவர்க்கு ஒரு பாடம் இந்த படம். குடும்பத்துடன் தியேட்டர் சென்று ஆதரிப்போம்",Positive,neutral
Maassss. ipdi oru padathuku dha waiting ..  class. ....,Positive,disgust
"நாடக காதலுக்கு ஆதரவாக புரட்சியே வெடித்தாலும் எதிர் கொள்ளவும், எதிராக புரட்சி செய்யவும் நம் அணைவரும் நம்மை தயார் படுத்திக் கொள்ள வேண்டும்...    ஒன்றுகூடி திரௌபதியை வரவேற்போம்...",Mixed_feelings,sadness
குற்றமுள்ள நெஞ்சு குறுகுறுக்கும் அதுபோல எவன் இந்த படத்தை எதிர்க்கிறா அவனெல்லாம் குற்றவாளிதான்,Mixed_feelings,anger
Namakkal  kongu Vellala Gounder sarpaga padam vetri adaya valthukkal,Positive,surprise
திரெளபதி திரைப்படம் வெற்றி பெற வாழ்த்துக்கள் அண்ணா,Positive,joy
Neenga poranthathea cross ithula nadaka kathalam pongada deiiii,Negative,love
அப்பா ரிச்சர்டு நீ கிறித்தவம் உன் தங்கச்சி ஷாலினி யாருக்கு பா கட்டிக்கொடுத்த மாப்பிள ஒரு இந்து. ( அஜித்) . இப்படி நீயே போன் பண்ணிட்டு ஊருக்கு பாடம் சொல்லாத இந்த படம் பயங்கர தோல்வி,Negative,surprise
வாழ்த்துக்கள் மற்றும் படங்கள் வெற்றி பெற்று மீண்டும் வருக,Positive,neutral
யாதவ சமுதாயம் சார்பாக படம் வெற்றி அடைய வாழ்த்துக்கள்...,Positive,disgust
Eanda ungaluku Vantha rattham... Engaluku Vantha Thakkali chatni ya... Eni neraya padam rilish agumda... Waiting for thruwbathi...,Positive,sadness
Thennatu chola kallar sarbaga vetri adaiya valthukkal...,Positive,anger
திரெளபதி திரைப்படம் வெற்றி பெற வாழ்த்துக்கள் அன்னா...,Positive,surprise
படம் வெற்றி பெற வாழ்த்துக்கள் மோகன். G,Positive,joy
Valthukkal bro ...seruppadi for jaathiyans and jaathi ya vachu arasiyal pandra naaikalukum,Positive,love
Nadaka kadhal kumbaluku tharamaana savukadi indha padam....we r waiting to see,Positive,surprise
தூத்துக்குடி நாடார்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்..,Positive,neutral
காதல் எல்லாரும் தான் panranga யாரும் மிரட்டி பண்றதில்லை பொண்ணும் பையனும் சேந்து தான பண்ராங்க யாரும் யாரையும் தப்பு சொல்ல முடியாது,Positive,disgust
#தென்மாவட்ட யாதவர்கள் சார்பாக வெற்றி பெற வாழ்த்துக்கள். #திரௌபதி அடித்தால் திருப்பி அடி.....,Positive,sadness
"அடேய், சூத்திரன் ஆ பிறந்த தேவிடியா பசங்களுக்கு எவ்ளோ ரோஷம் பார் பா, உண்ண ஒருத்தன் நீ தேவிடியா லுக்கு பிறந்தவன் னு சொல்றான், நீ அந்த ஜாதி யா பெருமையா சொல்லிட்டு திரியுற, எவனாச்சும் ஆமா நாங்க தேவிடியா பசங்க தான் அப்டின்னு ஒதுகிரீங்கள டா ??",Mixed_feelings,anger
உண்மையை உரைக்க சொன்ன இயக்குனர் அண்ணாவுக்கு திரைப்படம் வெற்றி பெற வாழ்த்துக்கள்,Positive,surprise
Draupathi 2 kandippa varanum innoru unmai sampavam. Mogan G,Positive,joy
Pasi edukumodhu jaathi theriyala. Kaasu vanthathum saniyan pudicha jaathiyum senthu otikuthu thu enna vaazhkada ithu,Mixed_feelings,love
Comments read pana inamum neraiya per sapatula  uppu potu sapidrom nu theriyudhu,Negative,surprise
"இது நமக்ககா உருவாக்க பட்டது ,ஆதரவு கிடைக்கும் என்பது குறிப்பிடத்தக்கது",Positive,neutral
Jack romanse rose da titanic mental pundaikala,unknown_state,disgust
Jaadhi venam...solla aarambikra time la....jaadhi name vachu... support panranga🤣🤣 3lakh Periyar vandhalum thirutha mudiyathu🤦🤦,Negative,sadness
Thalthapattavana ennum ethana varusam da avamana paduthevanga,Negative,anger
Personality pathu varathu da men8tal pasangala,Negative,surprise
Dea endha jadhe erundhahum personality etukkuda,Negative,joy
Naa manusanda naa kuranga love venunda love pannuda life nalla erukkum,Positive,love
இங்க வீரம் பேசிட்டு திமுக கூட்டனிக்கு ஓட்டு போடுங்க . அந்த செல்வாக்கில் சுடலை சரக்கு மிடுக்கு கும்பளை  mp ஆக்கி டெல்லி வரை வளர்த்து விடுவார்கள் .  நாடக காதலை வளர்ப்பது திராவிட கும்பல் தான் . அவர்களுக்கு குடுக்கும் அதரவு மறைமுகமாக  நாடக காதலுக்கு அதரவு ..  அசுரனுக்கு அதரவு சொன்ன சுடலை இந்த படத்தை பற்றி சொல்லும் கருத்தை பொருத்து பாருங்கள் .,Mixed_feelings,surprise
திருநெல்வேலி....... நாடார் சமுதாய மக்களின் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்........,Positive,neutral
Ponnukku pedecherukkavanum bommikku pudecherevarum vettu pa,Negative,disgust
Mannu ponnu rendum onnu yar kai vachalum vettuvam super,unknown_state,sadness
அனைத்து நாயுடு சமூகம் சார்பாக வாழ்த்துக்கள் !!! உண்மை சுடும் !!!! கண்டிப்பாக வெட்டும் நம் வீட்டி பெண்ணை தொட்டால் !!!! நன்றி பட குழுவிற்கு !!!! வாழ்க வளர்க !!!உண்மை சுடும் !!! பெண் பிள்ளை பெற்ற தகப்பன் நான் !!! என்  சார்பாக வாழ்த்துக்கள் !!!,Mixed_feelings,anger
இந்த படம் வந்து  இது ஒரு சமூகத்துக்கு எதிராக எடுத்த படம்  ஜாதி  படம்  முத்துராமலிங்கம்  தேவராட்டம்   திரெளபதி  இது மூணுமே தோல்விப்படம்,Negative,surprise
Jaathiyavathu ______ vathu ......jollya iruppom ji.....vela senjathanda soru,Positive,joy
Kadhal azhakanudhu amaricavual vellaium blacum serthathu,Positive,love
Neengal thalayel erunthu peranthavargal nangal kalil erunthu peranthavargal magaparadham solgeradhu ok nangal nadagam kadhal seivadhillai nadagathel thathan kadhal perakkudhu,Mixed_feelings,surprise
Thropade iam londan nan thalith ungal parvai pudekkala,Positive,neutral
ஜாதிகள் உள்ளதடி பாப்பா...  குல தாழ்ச்சி உயர்ச்சி சொல்லல் பாவம்..   பிறமலை கள்ளர் சமுதாயத்தின் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,Positive,disgust
காதல் என்ற பெயரில் களவாணித்தனம் செய்யும் கயவர்களுக்கும் அதை புரட்சி என்று சொல்லி திரியும் பூச்சாண்டிகளுக்கும் இந்த படம் ஒரு சவுக்கு அடி...,Mixed_feelings,sadness
இந்த படத்தை ஒரு தகப்பனாக இருந்து பார்ப்பவர்களுக்கு நிச்சயமாக பிடிக்கும்.,Positive,anger
நாகை மாவட்ட சைவ செட்டியார்கள் சார்பில் இந்த படம் வெற்றி பெற வாழ்த்துக்கள். நா செட்டியார் பையன தான் கல்யாணம் பண்ணிப்பேன்,Positive,surprise
இதுல எது புடிச்சிருக்கு திரு மாமா வளவன் தெரு மாமா வளவன் திரு மாமா கிழவன் தெரு மாமா கிழவன்,Positive,joy
அனைத்து சமூக மக்களின் காமன்ட்ஸ்.... இதை பார்க்கும் பொழுது ஒன்று தெளிவாக புரிகிறது..... ஒரு குறிப்பிட்ட சமூகத்தால் மற்ற அனைத்து சமூகமும் எந்த அளவிற்கு பாதிப்பு அடைந்து இருக்கிறது என்று...... அடக்கி அடக்கி அடக்கி வைத்த உணர்வுகளின் வெளிப்பாடு.....  அனைத்து சமுதாய மக்களையும் ஒன்று சேர்த்த வரலாற்று காவியம்.....    நம்மை மட்டுமே சாதி வெறி கொண்டவராக படங்களில் சித்தரித்து வந்த பா.ர........ க்கு சரியான சவுக்கடி.....    இப்படி ஒரு படம் வராதா??? நம்ம வீட்டு பெண்கள் பார்த்து தெளிவு பெற மாட்டார்களா என பல ஆண்டுகள் நான் தவித்து இருக்கிறேன்.....   சும்மா டிரெய்லர் லையே மிரட்டி வச்சு இருக்காங்க..... அனைத்து சமுதாய பெண்களும் கட்டாயம் பார்க்க வேண்டிய படம்.....,Mixed_feelings,love
Gubeer nu sirichavanga yaru yaaru   otha ungalalam yaru vanthalum thirutha mudiyathu da.. Na mela.. Avan kela nu..avan ponna katuna dha gethu.. Mairu matta nu,Negative,surprise
"இஸ்லாமியர்கள் சார்பாக வரவேற்கிறேன்,என்னதான் அரசு வேலை கிடைத்து வாழ்க்கை தரம் உயர்ந்தாலும் கலாச்சாரம் மாறலை, புள்ளீங்கோ பூராம் குறிப்பிட்ட சமூகமாத்தான் இருக்கு,என்னதான் முஸ்லிம் மதத்துக்கு பல தலைமுறை முன்ன மாறியிருந்தாலும் எங்கள்லயே சில தறுதலைக மண்டைல சாயம் அடிச்சுகிட்டு அப்பனை அரிச்சு ஒரு லட்ச ரூபாய் பைக்கை வாங்கிட்டு மற்ற மத பொம்பளை புள்ளைகளை கரெக்ட் பண்ணுறதையே பொழப்பா வச்சு அவன்க எந்த சாதில இருந்து வந்த ரத்தம்னு ஒவ்வொரு ஊர்லயும்,முஸ்லிம் தெருலயும் நிரூபிக்குறான்க,சொல்லப் போனா முஸ்லிம் மதத்துலயே கண்ணியமான எங்களை போன்றோர் அந்த ஈனப் பயல்களை விட்டு விலகியே இருக்கிறோம்...",Mixed_feelings,neutral
"இதுவரை யாரும் துணிவாக செய்யாத ஒரு படம், இந்த நாடக காதல் படம்,  உண்மை வெளிவர வேண்டும் எது நடந்தாலும் பின் வாங்காதீர்கள்!! வாழ்த்துக்கள் !!!",Positive,disgust
இந்த வரிகள் இங்குள்ள சிலருக்கு பயனாய் அமையலாம்.,Positive,sadness
கிருஷ்ண வகை சமுதாயம் சார்பாக வாழ்த்துகள். இந்த படத்தை திரையில் பார்க்க waiting.,Positive,anger
"திரௌபதியை மதிக்க கற்போம் பக்திக்கும் கற்பு நெறிக்கும் உதாரணமாக விளங்கிய திரௌபதியை அவளது உயர்ந்த குணங்களுக்காக மதிக்க கற்போம். அவள் கற்புக்கரசி என்பதில் எந்த சந்தேகமும் தேவையில்லை. தனது கணவனுக்குத் தொண்டு செய்வதில் திரௌபதியின் உதாரணத்தினை அனைத்து பெண்களும் பின்பற்ற வேண்டும். அதே சமயத்தில் பலரை திருமணம் செய்து கொள்ளக் கூடாது. பெண்களுக்கு கணவன் என்பவன் ஒருவனே, பல கணவன்கள் ஏற்கத்தக்கதல்ல என்பதை உணர்ந்து கற்புடன் வாழ வேண்டும்.  திரௌபதியின் திருமணம் அசாதாரணமானது; மிகவுயர்ந்த நபர்களான வியாசர், நாரதர் மட்டுமின்றி, பகவான் ஸ்ரீ கிருஷ்ணராலும் அங்கீகரிக்கப்பட்ட அத்திருமணத்தையும் தெய்வப் பிறவியான திரௌபதியையும் குறை கூறுதல் சற்றும் ஏற்கத்தக்கது அல்ல. அவள் அனைவராலும் மதித்து போற்றத்தக்கவள் என்பதை உணர்ந்து நடத்தல் சிறந்தது.",Mixed_feelings,surprise
avar avar samuga pengalai manam mudipathu siranthathu... En machan nanbanaga vanniyan... Avanuku durogam seyya mattom... Devendra Kula vellalar,Mixed_feelings,joy
Oru SC Ponnu illa Paiyan o Vera caste la irukka ponnaiyo illa paiyanaiyo unmaiyaa love pannaa kooda idhu pola padam andha kadhal ah azhikka vaaippu irukku.. Indha Padam Ulaguthukkaey kedu ketta visham...,Negative,love
திருமா எப்ப சொன்னார் பணக்கார வீட்டுப் பெண்களை திருமணம் செய்தால் கெத்தா இருப்போம்னு கொளுத்தி விடு சாதி கலவரத்தை மோகன் உனக்கு வருமானம் இங்கு அப்பாவி மக்கள் அடித்து கோண்டு சாகுனும் நீ நல்லா இருப்ப.,Negative,surprise
Devendra Kula vellalar..... congrats anna....vadake vaanniyar therke devendrar...padam vetri Pera valthukkal,Positive,neutral
ஜாதி மயிரு போங்கடா நீங்களும் உங்க வீட்டு ஜாதி  ஜாதி தலைல துக்குறவன் நல்லா இருந்தது சரிதரம் இல்ல தம்பி,Mixed_feelings,disgust
Waiting Karnan for  Ranjith annna,Positive,sadness
இந்த படம் அந்த மாதிரி ஆட்களை மட்டும் தானே வஞ்சித்துள்ளது . ஏன் நீங்கள் அவ்வாறு எங்கள் மண்ணையும் பெண்ணையும் அழிக்க எண்ணுகிறிர்களோ ? பின் எதற்காக அவ்வாறு இல்லாதவர்கள் பொங்கிறிர்கள் ?  மறுபடியும் கூறிக்கொள்கிறோம் “எங்களுக்கு மண்ணும் பெண்ணும் ஒண்ணு!” சீண்டிபார்க்க வேண்டாம்!,Mixed_feelings,anger
why blood same blood வகையிஸ் இன்னொரு சொறி குச்சி அரை வேக்காடுகளூக்கு  கொஞ்ச  நாளைக்கு சொகமாக இருக்கும் ...,unknown_state,surprise
Kongu Belt sarpaga padam vetri adaiya valthukkal......,Positive,joy
Pa Ranjith paru Da unaku sc St quote job government job quarters ellam cancel pannanum,Negative,love
சில கேடு கெட்ட அரசியல்வாதிகள் தன் சுயநலத்துக்காக விதைத்த வினை இன்று அனைத்து சாதியினரையும் தாழ்த்தப்பட்ட இனத்துக்கு எதிராக அணி திரட்டி இருக்கிறது. நான் சாதியவாதி அல்ல ஆனாலும் ஒரு பெண் குழந்தையின் தந்தையாக இந்த படத்தை ஆதரிக்கிறேன்.,Negative,surprise
பென்கள் நமது குள விளக்கு பென்களுக்கு எதிராக பாலியல் வன் கொடுமைகள் தலைவிரித்து ஆடுகிறது ...Save girals,Positive,neutral
"Congrats - Saiva Vellalar Sangam, Muthialpet, Pondy",Positive,disgust
ஜாதி கூதி....எல்லாம் எப்போ டா விடப்போறீங்க ...     இந்த மாதிரி படன் எடுத்து எடுத்து ஜாதியை கொண்டு வரங்களே தவிர அழிக்க நினைக்க மற்றங்க ....     உங்களால் முடிந்தால் SC சாதியை உயர்த்த சாதியை காட்டி ஒரு படம் பண்ணுங்க பார்க்கலாம் ....,Mixed_feelings,sadness
தர்மபுரி மாவட்டம் வன்னியர் சங்கம் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,Positive,anger
விழுப்புரம் மஞ்சள் படை சார்பாக திரௌபதி படம் வெற்றி பெற வாழ்த்துக்கள்,Positive,surprise
தன் வீட்டு பெண்ணை ஏமாற்றும் நாய்களுக்கு இந்தப் படம் செருப்படி,Positive,joy
Segram release pannunga PA verithanama iruku trailer,Positive,love
3 Million views யை தாண்டி விட்டது....,unknown_state,surprise
Ivan bodha yaeri budhi Mari movie hero la paruyaaa nalla munnetram tha,Positive,neutral
"Yaaru thappu senjalum Athu thapputhan . Meljathi pasanga ellarum uthamargal nu solrathum ,, Keel jathi pasanga ellarume intha mathiri nadaga kaathal panranganu solrathum thappu than !! Rendu caste la uh me nalla pasangalum irukkanga ketta pasangalum irukkanga. na intha movie ah thappu sollala. Movie vantha piragu than terium Athu Enna solla varuthu. Epdi eduthirukanganu. But Intha trailer ah saaka vatchukittu aanava kolaigal nyayam nu solrathu entha vithathulaiyum ethukka mudiyathu !!",Mixed_feelings,disgust
இயக்குநர்க்கு நன்றி.பூனைக்கு யார் மணிகட்டுவது என்று இவ்வளவு நாள் கண்டுகொள்ளாமல்இருந்தது..தைரியமாக படம் எடுத்த இயக்குநற்க்கு வாழ்த்துக்கள்.,Positive,sadness
